cliente_id,x,y,peso_kg,nombre,telefono,direccion
LimaEste-17,-77.00397,-12.00436,6.2,Miguel Castro,910549434,"Av. Aviacion 1816, Lima Este, con reja negra"
LimaEste-18,-76.95317,-12.04792,4.9,Gabriela Nunez,992891895,"Av. Angamos 2869, Lima Este, casa celeste"
LimaEste-19,-76.96619,-12.00097,23.9,Diego Salazar,962664205,"Av. Prceres 1734, Lima Este, esquina"
LimaEste-20,-76.9962,-12.02109,3.4,Lucia Ramos,938019720,"Calle Los Cipreses 764, Lima Este, porton verde"
LimaEste-21,-76.9761,-12.07053,2.0,Ana Torres,982023741,"Jr. Las Begonias 3986, Lima Este, con reja negra"
LimaEste-22,-76.95283,-12.06902,6.8,Patricia Leon,929938108,"Av. Angamos 1133, Lima Este, con reja negra"
LimaEste-23,-76.95381,-12.0347,4.7,Fernando Rios,972544046,"Calle Los Cipreses 2081, Lima Este, al lado de la bodega"
LimaEste-24,-76.9977,-12.06631,9.9,Carmen Rojas,974239549,"Calle Las Orqudeas 761, Lima Este, casa celeste"
LimaEste-25,-76.98756,-11.99408,10.3,Diego Salazar,913629581,"Av. Pachactec 1320, Lima Este, porton verde"
LimaEste-26,-76.94582,-12.05281,10.4,Luis Vargas,957740731,"Calle Las Palmeras 2281, Lima Este, con reja negra"
LimaEste-27,-76.9509,-12.02288,20.1,Rosa Huaman,942130069,"Av. Prceres 3130, Lima Este, dpto 502"
LimaEste-28,-76.98801,-12.03311,18.8,Maria Fernandez,947502921,"Calle Los Cipreses 1161, Lima Este, dpto 502"
LimaEste-29,-76.94614,-11.9937,12.3,Jose Chavez,958940600,"Jr. Las Begonias 1003, Lima Este, porton verde"
LimaEste-30,-76.97066,-12.05799,6.7,Andres Guerra,991907998,"Av. Los Alamos 2063, Lima Este, con reja negra"
LimaEste-31,-76.93703,-12.06779,17.2,Patricia Leon,936752197,"Calle Los Cipreses 3741, Lima Este, frente al parque"
LimaEste-32,-76.96812,-12.02095,4.0,Patricia Leon,972164355,"Av. Prceres 3144, Lima Este, porton verde"
LimaEste-33,-76.94339,-12.06055,4.9,Ana Torres,989297484,"Calle Los Cipreses 3403, Lima Este, frente al parque"
LimaEste-34,-76.95302,-12.02435,12.9,Jose Chavez,930926211,"Av. Pachactec 2345, Lima Este, frente al parque"
LimaEste-35,-77.00318,-12.00705,18.7,Carlos Medina,980676511,"Calle Las Orqudeas 3924, Lima Este, frente al parque"
LimaEste-36,-76.96813,-12.0009,21.0,Rosa Huaman,913757254,"Av. Universitaria 971, Lima Este, al lado de la bodega"
LimaEste-37,-76.9624,-12.01009,9.5,Diego Salazar,966238912,"Av. Aviacion 349, Lima Este, con reja negra"
LimaEste-38,-76.9287,-12.01869,20.7,Gabriela Nunez,966455770,"Av. Pachactec 635, Lima Este, frente al parque"
LimaEste-39,-76.9605,-12.07341,12.1,Luis Vargas,991678821,"Av. Los Alamos 3278, Lima Este, frente al parque"
LimaEste-40,-76.99035,-12.03475,18.7,Diego Salazar,918288654,"Jr. Tacna 2894, Lima Este, segundo piso"
LimaEste-41,-76.93834,-12.06598,14.9,Pedro Flores,935676674,"Av. Universitaria 272, Lima Este, porton verde"
LimaEste-42,-76.96184,-12.02725,19.5,Lucia Ramos,969491792,"Jr. Tacna 2608, Lima Este, dpto 502"
LimaEste-43,-76.94612,-12.03655,14.3,Fernando Rios,978149300,"Calle Las Palmeras 2963, Lima Este, al lado de la bodega"
LimaOeste-01,-77.0427,-12.05929,6.7,Sofia Herrera,928405872,"Av. Prceres 598, Lima Oeste, esquina"
LimaOeste-02,-77.05953,-12.0921,7.5,Lucia Ramos,938546741,"Av. Angamos 1340, Lima Oeste, porton verde"
LimaOeste-03,-77.0436,-12.08882,18.5,Jose Chavez,929190316,"Av. Universitaria 3716, Lima Oeste, frente al parque"
LimaOeste-04,-77.04114,-12.08622,23.9,Patricia Leon,975399034,"Av. Aviacion 2835, Lima Oeste, dpto 502"
LimaOeste-05,-77.06935,-12.07774,13.9,Elena Paredes,966542771,"Calle Las Palmeras 1560, Lima Oeste, con reja negra"
LimaOeste-06,-77.07177,-12.08036,9.8,Sofia Herrera,969117285,"Calle Las Orqudeas 174, Lima Oeste, esquina"
LimaOeste-07,-77.0634,-12.07004,13.8,Lucia Ramos,925146464,"Calle Las Palmeras 3689, Lima Oeste, porton verde"
LimaOeste-08,-77.07206,-12.08412,22.8,Luis Vargas,946298660,"Av. Aviacion 3457, Lima Oeste, esquina"
LimaOeste-09,-77.04526,-12.06796,23.8,Patricia Leon,930047826,"Av. Pachactec 3864, Lima Oeste, segundo piso"
LimaOeste-10,-77.05049,-12.09142,3.3,Luis Vargas,967085086,"Jr. Las Begonias 1201, Lima Oeste, casa celeste"
LimaOeste-11,-77.05279,-12.06293,3.9,Pedro Flores,918941925,"Av. Universitaria 3633, Lima Oeste, porton verde"
LimaOeste-12,-77.05912,-12.08143,14.7,Carmen Rojas,993443625,"Av. Aviacion 276, Lima Oeste, dpto 502"
LimaOeste-13,-77.04217,-12.05623,8.0,Luis Vargas,937080875,"Av. Universitaria 2675, Lima Oeste, al lado de la bodega"
LimaOeste-14,-77.05641,-12.08677,12.3,Luis Vargas,946308897,"Jr. Tacna 3391, Lima Oeste, casa celeste"
LimaOeste-15,-77.04019,-12.09352,2.4,Gabriela Nunez,983960561,"Calle Las Palmeras 2206, Lima Oeste, segundo piso"
LimaOeste-16,-77.0664,-12.07712,17.1,Ricardo Diaz,998115205,"Calle Los Cipreses 2336, Lima Oeste, esquina"
LimaOeste-17,-77.04104,-12.08269,6.9,Pedro Flores,955997036,"Calle Las Palmeras 3509, Lima Oeste, frente al parque"
LimaOeste-18,-77.06084,-12.0811,3.3,Ana Torres,911913291,"Jr. Las Begonias 2661, Lima Oeste, al lado de la bodega"
LimaOeste-19,-77.05992,-12.09278,17.3,Patricia Leon,977906507,"Av. Angamos 1254, Lima Oeste, dpto 502"
LimaOeste-20,-77.05076,-12.09319,6.3,Carmen Rojas,969837566,"Av. Los Alamos 1178, Lima Oeste, con reja negra"
LimaOeste-21,-77.04134,-12.0561,14.6,Pedro Flores,914623360,"Av. Universitaria 992, Lima Oeste, con reja negra"
LimaOeste-22,-77.0686,-12.08159,3.9,Carmen Rojas,977479842,"Av. Angamos 923, Lima Oeste, dpto 502"
LimaOeste-23,-77.05733,-12.0948,8.1,Lucia Ramos,929309252,"Av. Prceres 2503, Lima Oeste, casa celeste"
LimaOeste-24,-77.06121,-12.08301,16.5,Lucia Ramos,988595657,"Av. Pachactec 3594, Lima Oeste, frente al parque"
LimaOeste-25,-77.05199,-12.06636,22.2,Patricia Leon,953773065,"Calle Las Orqudeas 2124, Lima Oeste, frente al parque"
LimaOeste-26,-77.06505,-12.07025,5.3,Gabriela Nunez,994199092,"Av. Prceres 3105, Lima Oeste, frente al parque"
LimaOeste-27,-77.04315,-12.06489,15.1,Maria Fernandez,988391409,"Calle Las Orqudeas 2897, Lima Oeste, dpto 502"
LimaOeste-28,-77.07202,-12.09333,16.7,Carlos Medina,960548847,"Calle Los Cipreses 2387, Lima Oeste, casa celeste"
LimaOeste-29,-77.05303,-12.06995,17.7,Fernando Rios,945405683,"Av. Los Alamos 1971, Lima Oeste, porton verde"
LimaOeste-30,-77.04881,-12.07488,14.3,Gabriela Nunez,918865128,"Calle Las Orqudeas 3117, Lima Oeste, segundo piso"
LimaOeste-31,-77.06617,-12.09202,8.1,Rosa Huaman,940968878,"Calle Las Orqudeas 2762, Lima Oeste, segundo piso"
LimaOeste-32,-77.05771,-12.0797,13.0,Miguel Castro,916274341,"Jr. Grau 2691, Lima Oeste, dpto 502"
LimaOeste-33,-77.07229,-12.0891,7.8,Miguel Castro,993369442,"Jr. Grau 646, Lima Oeste, casa celeste"
LimaOeste-34,-77.05812,-12.07557,24.4,Carlos Medina,939218321,"Av. Angamos 2105, Lima Oeste, al lado de la bodega"
LimaOeste-35,-77.05019,-12.08358,12.7,Carlos Medina,983695801,"Calle Las Palmeras 1376, Lima Oeste, porton verde"
LimaOeste-36,-77.04223,-12.0943,12.6,Gabriela Nunez,970324287,"Av. Universitaria 1684, Lima Oeste, dpto 502"
LimaOeste-37,-77.04292,-12.05778,3.7,Lucia Ramos,929024111,"Calle Las Orqudeas 2246, Lima Oeste, al lado de la bodega"
LimaOeste-38,-77.04165,-12.0897,20.9,Gabriela Nunez,947522967,"Jr. Las Begonias 2980, Lima Oeste, con reja negra"
LimaOeste-39,-77.0669,-12.05909,13.2,Maria Fernandez,931349379,"Av. Los Alamos 3991, Lima Oeste, segundo piso"
LimaOeste-40,-77.05114,-12.07878,18.7,Ricardo Diaz,956165549,"Av. Prceres 1394, Lima Oeste, porton verde"
LimaOeste-41,-77.04559,-12.09493,19.3,Patricia Leon,926111676,"Calle Las Palmeras 3020, Lima Oeste, casa celeste"
LimaOeste-42,-77.04345,-12.08341,10.6,Patricia Leon,962366531,"Jr. Grau 412, Lima Oeste, con reja negra"
LimaOeste-43,-77.04261,-12.06477,21.6,Carmen Rojas,923651266,"Av. Los Alamos 3518, Lima Oeste, al lado de la bodega"
LimaNorte-01,-77.04555,-11.95511,24.3,Ricardo Diaz,978580291,"Jr. Tacna 877, Lima Norte, con reja negra"
LimaNorte-02,-77.03504,-11.92723,2.7,Patricia Leon,984377153,"Av. Pachactec 933, Lima Norte, porton verde"
LimaNorte-03,-77.08654,-11.89676,12.4,Ana Torres,996502078,"Av. Universitaria 2088, Lima Norte, casa celeste"
LimaNorte-04,-77.02617,-11.91499,5.9,Ricardo Diaz,956125647,"Av. Universitaria 1319, Lima Norte, al lado de la bodega"
LimaNorte-05,-77.03827,-11.87237,8.0,Pedro Flores,950377563,"Calle Los Cipreses 2382, Lima Norte, esquina"
LimaNorte-06,-77.08162,-11.90568,3.7,Gabriela Nunez,976716382,"Av. Pachactec 1001, Lima Norte, segundo piso"
LimaNorte-07,-77.02656,-11.87035,12.3,Ana Torres,983522498,"Calle Las Palmeras 1099, Lima Norte, porton verde"
LimaNorte-08,-77.07777,-11.91441,9.3,Jose Chavez,944676165,"Jr. Grau 927, Lima Norte, casa celeste"
LimaNorte-09,-77.03752,-11.92872,11.5,Gabriela Nunez,938186385,"Av. Prceres 1206, Lima Norte, con reja negra"
LimaNorte-10,-77.03735,-11.92019,15.2,Jose Chavez,926894495,"Av. Angamos 2161, Lima Norte, dpto 502"
LimaNorte-11,-77.08352,-11.88032,10.8,Sofia Herrera,967960138,"Av. Universitaria 3576, Lima Norte, casa celeste"
LimaNorte-12,-77.08109,-11.92748,19.6,Fernando Rios,988809494,"Calle Los Cipreses 100, Lima Norte, porton verde"
LimaNorte-13,-77.06259,-11.87732,21.0,Sofia Herrera,970257105,"Calle Las Palmeras 3307, Lima Norte, porton verde"
LimaNorte-14,-77.07433,-11.95479,24.4,Carlos Medina,996885593,"Calle Los Cipreses 448, Lima Norte, casa celeste"
LimaNorte-15,-77.0899,-11.95743,15.1,Jorge Quispe,996638318,"Calle Las Orqudeas 1344, Lima Norte, frente al parque"
LimaNorte-16,-77.04615,-11.91717,12.1,Carlos Medina,923347253,"Jr. Las Begonias 1330, Lima Norte, dpto 502"
LimaNorte-17,-77.06283,-11.94764,15.8,Maria Fernandez,982138850,"Av. Universitaria 1986, Lima Norte, al lado de la bodega"
LimaNorte-18,-77.02287,-11.90554,22.3,Fernando Rios,980635798,"Calle Las Palmeras 2340, Lima Norte, dpto 502"
LimaNorte-19,-77.08795,-11.92882,16.9,Jorge Quispe,912924253,"Calle Las Palmeras 2141, Lima Norte, esquina"
LimaNorte-20,-77.08432,-11.94722,11.8,Jose Chavez,940438711,"Calle Los Cipreses 239, Lima Norte, con reja negra"
LimaNorte-21,-77.03972,-11.93377,11.1,Maria Fernandez,949206502,"Calle Las Orqudeas 3561, Lima Norte, porton verde"
LimaNorte-22,-77.07563,-11.87301,9.2,Rosa Huaman,940978634,"Calle Los Cipreses 1007, Lima Norte, al lado de la bodega"
LimaNorte-23,-77.03677,-11.94051,23.9,Fernando Rios,991886009,"Av. Aviacion 3771, Lima Norte, dpto 502"
LimaNorte-24,-77.05605,-11.87896,3.3,Andres Guerra,929647200,"Av. Prceres 322, Lima Norte, dpto 502"
LimaNorte-25,-77.08835,-11.91039,11.6,Jorge Quispe,934710131,"Av. Prceres 1941, Lima Norte, con reja negra"
LimaNorte-26,-77.03871,-11.87025,23.4,Elena Paredes,935593109,"Av. Aviacion 2772, Lima Norte, segundo piso"
LimaNorte-27,-77.08777,-11.90356,10.7,Jose Chavez,954519683,"Calle Los Cipreses 793, Lima Norte, porton verde"
LimaNorte-28,-77.0898,-11.94202,10.1,Carlos Medina,985313447,"Calle Las Palmeras 1657, Lima Norte, con reja negra"
LimaNorte-29,-77.03619,-11.93913,20.5,Lucia Ramos,916611207,"Calle Las Orqudeas 2039, Lima Norte, dpto 502"
LimaNorte-30,-77.06391,-11.87805,6.4,Jose Chavez,973690921,"Av. Los Alamos 2687, Lima Norte, esquina"
LimaNorte-31,-77.07264,-11.90746,11.3,Patricia Leon,914678076,"Calle Los Cipreses 356, Lima Norte, casa celeste"
LimaNorte-32,-77.07201,-11.89527,22.7,Elena Paredes,958717584,"Av. Universitaria 1472, Lima Norte, casa celeste"
LimaNorte-33,-77.07165,-11.89834,9.3,Carmen Rojas,949917141,"Av. Los Alamos 3055, Lima Norte, porton verde"
LimaNorte-34,-77.0883,-11.94661,12.9,Sofia Herrera,961877136,"Av. Universitaria 3841, Lima Norte, esquina"
LimaNorte-35,-77.03296,-11.95673,13.4,Maria Fernandez,950710220,"Calle Las Orqudeas 3265, Lima Norte, frente al parque"
LimaNorte-36,-77.04749,-11.93722,9.3,Jose Chavez,989955780,"Jr. Las Begonias 2196, Lima Norte, dpto 502"
LimaNorte-37,-77.06258,-11.95401,11.4,Jorge Quispe,974651324,"Av. Pachactec 2330, Lima Norte, con reja negra"
LimaNorte-38,-77.07875,-11.92734,4.4,Lucia Ramos,945553110,"Jr. Grau 444, Lima Norte, dpto 502"
LimaNorte-39,-77.08325,-11.92015,18.3,Sofia Herrera,933245418,"Calle Las Palmeras 644, Lima Norte, esquina"
LimaNorte-40,-77.05774,-11.88087,7.4,Diego Salazar,999177643,"Jr. Las Begonias 3293, Lima Norte, al lado de la bodega"
LimaNorte-41,-77.06944,-11.91331,10.6,Carmen Rojas,936734841,"Calle Los Cipreses 1113, Lima Norte, frente al parque"
LimaNorte-42,-77.07283,-11.95467,22.3,Veronica Campos,935266505,"Jr. Tacna 365, Lima Norte, esquina"
LimaNorte-43,-77.07238,-11.94541,14.1,Carlos Medina,997688005,"Calle Los Cipreses 251, Lima Norte, porton verde"
LimaSur-01,-76.97973,-12.1382,7.3,Sofia Herrera,960180826,"Av. Los Alamos 3691, Lima Sur, al lado de la bodega"
LimaSur-02,-76.96603,-12.19647,15.8,Veronica Campos,936059929,"Jr. Las Begonias 1624, Lima Sur, frente al parque"
LimaSur-03,-76.95305,-12.1818,19.9,Maria Fernandez,924197559,"Av. Angamos 2541, Lima Sur, con reja negra"
LimaSur-04,-76.96694,-12.17419,5.3,Rosa Huaman,944213934,"Av. Los Alamos 2555, Lima Sur, dpto 502"
LimaSur-05,-76.93112,-12.14268,11.4,Jose Chavez,934849754,"Jr. Grau 1378, Lima Sur, porton verde"
LimaSur-06,-76.9678,-12.14433,14.6,Lucia Ramos,964783656,"Jr. Las Begonias 3359, Lima Sur, esquina"
LimaSur-07,-76.94016,-12.18918,14.3,Luis Vargas,963388071,"Calle Las Orqudeas 1210, Lima Sur, esquina"
LimaSur-08,-76.92071,-12.15325,11.6,Jorge Quispe,951924502,"Calle Las Orqudeas 2420, Lima Sur, con reja negra"
LimaSur-09,-76.95516,-12.19873,19.6,Jose Chavez,996500401,"Calle Las Palmeras 1700, Lima Sur, esquina"
LimaSur-10,-76.96778,-12.19959,22.7,Ricardo Diaz,925238985,"Jr. Las Begonias 1763, Lima Sur, con reja negra"
LimaSur-11,-76.95235,-12.18862,2.3,Diego Salazar,929125597,"Av. Angamos 3403, Lima Sur, esquina"
LimaSur-12,-76.97466,-12.15645,10.5,Gabriela Nunez,933043259,"Av. Aviacion 1525, Lima Sur, al lado de la bodega"
LimaSur-13,-76.97029,-12.18798,3.5,Patricia Leon,975835090,"Calle Las Palmeras 1335, Lima Sur, frente al parque"
LimaSur-14,-76.92976,-12.19696,23.0,Elena Paredes,917163810,"Jr. Grau 3893, Lima Sur, esquina"
LimaSur-15,-76.97482,-12.15014,17.8,Luis Vargas,995942889,"Calle Las Palmeras 2643, Lima Sur, esquina"
LimaSur-16,-76.94312,-12.18627,12.9,Veronica Campos,939277836,"Av. Los Alamos 1737, Lima Sur, frente al parque"
LimaSur-17,-76.95699,-12.19139,7.7,Rosa Huaman,915516218,"Av. Pachactec 3550, Lima Sur, casa celeste"
LimaSur-18,-76.93993,-12.17731,11.0,Sofia Herrera,983826707,"Av. Angamos 3287, Lima Sur, al lado de la bodega"
LimaSur-19,-76.94106,-12.17843,7.7,Patricia Leon,998428371,"Jr. Tacna 1930, Lima Sur, segundo piso"
LimaSur-20,-76.96927,-12.19975,24.7,Sofia Herrera,941574844,"Calle Los Cipreses 3227, Lima Sur, segundo piso"
LimaSur-21,-76.92981,-12.14326,11.2,Lucia Ramos,927241056,"Jr. Tacna 1863, Lima Sur, con reja negra"
LimaSur-22,-76.9745,-12.16906,13.7,Jorge Quispe,915456169,"Av. Angamos 633, Lima Sur, porton verde"
LimaSur-23,-76.92467,-12.17804,18.6,Lucia Ramos,917283315,"Av. Pachactec 3765, Lima Sur, esquina"
LimaSur-24,-76.94084,-12.1451,2.6,Lucia Ramos,992426297,"Calle Las Orqudeas 2936, Lima Sur, porton verde"
LimaSur-25,-76.96838,-12.13128,13.3,Luis Vargas,939679134,"Jr. Las Begonias 3512, Lima Sur, con reja negra"
LimaSur-26,-76.94337,-12.18234,9.4,Andres Guerra,946908880,"Calle Los Cipreses 688, Lima Sur, al lado de la bodega"
LimaSur-27,-76.94987,-12.13561,6.8,Carmen Rojas,992660167,"Av. Pachactec 1072, Lima Sur, con reja negra"
LimaSur-28,-76.95766,-12.18607,11.3,Carmen Rojas,953999836,"Av. Prceres 791, Lima Sur, al lado de la bodega"
LimaSur-29,-76.9731,-12.16285,16.6,Jose Chavez,970805810,"Av. Pachactec 2235, Lima Sur, porton verde"
LimaSur-30,-76.96488,-12.1625,21.7,Jose Chavez,945534696,"Av. Prceres 1611, Lima Sur, frente al parque"
LimaSur-31,-76.95838,-12.14648,12.2,Luis Vargas,992594052,"Calle Las Orqudeas 297, Lima Sur, al lado de la bodega"
LimaSur-32,-76.93081,-12.18224,16.7,Veronica Campos,999080108,"Jr. Tacna 3102, Lima Sur, casa celeste"
LimaSur-33,-76.93517,-12.18449,8.7,Ricardo Diaz,966060995,"Av. Pachactec 1591, Lima Sur, casa celeste"
LimaSur-34,-76.97208,-12.18409,17.0,Maria Fernandez,917300509,"Av. Los Alamos 2422, Lima Sur, con reja negra"
LimaSur-35,-76.96178,-12.16338,14.3,Ricardo Diaz,988328247,"Av. Universitaria 2512, Lima Sur, frente al parque"
LimaSur-36,-76.96775,-12.15632,12.9,Ana Torres,911894083,"Calle Las Palmeras 2997, Lima Sur, frente al parque"
LimaSur-37,-76.95295,-12.19554,5.3,Carmen Rojas,963949203,"Av. Universitaria 147, Lima Sur, casa celeste"
LimaSur-38,-76.9413,-12.16064,10.1,Veronica Campos,969559685,"Jr. Grau 3938, Lima Sur, segundo piso"
LimaSur-39,-76.96509,-12.13675,3.0,Diego Salazar,913385674,"Av. Prceres 860, Lima Sur, dpto 502"
LimaSur-40,-76.97045,-12.13618,4.4,Andres Guerra,983943627,"Av. Angamos 3954, Lima Sur, dpto 502"
LimaSur-41,-76.97146,-12.18603,16.0,Gabriela Nunez,996918958,"Av. Angamos 1800, Lima Sur, frente al parque"
LimaSur-42,-76.94949,-12.19554,16.4,Fernando Rios,982263676,"Av. Los Alamos 1636, Lima Sur, esquina"
LimaSur-43,-76.93529,-12.16743,19.1,Sofia Herrera,933540679,"Calle Las Palmeras 531, Lima Sur, al lado de la bodega"
