cliente_id,x,y,peso_kg,nombre,telefono,direccion
LimaNorte-70,-77.046353,-11.909472,19,Cliente LimaNorte-70,920153294,"Comas, Lima"
LimaNorte-71,-77.071356,-11.936791,18,Cliente LimaNorte-71,929880471,"San Martin De Porres, Lima"
LimaNorte-72,-77.057977,-12.011714,18,Cliente LimaNorte-72,981762004,"Independencia, Lima"
LimaNorte-73,-77.01309,-11.840869,11,Cliente LimaNorte-73,965035610,"Carabayllo, Lima"
LimaNorte-74,-77.058772,-11.830506,21,Cliente LimaNorte-74,993422079,"Puente Piedra, Lima"
LimaNorte-75,-77.05974,-12.007259,13,Cliente LimaNorte-75,953633643,"Independencia, Lima"
LimaEste-01,-76.929654,-12.028326,7,Cliente LimaEste-01,938514137,"San Juan De Lurigancho, Lima"
LimaEste-02,-76.963789,-11.882871,3,Cliente LimaEste-02,988927723,"Lurigancho, Lima"
LimaEste-03,-76.882022,-12.023308,9,Cliente LimaEste-03,991459938,"Ate, Lima"
LimaEste-04,-76.982258,-12.077891,5,Cliente LimaEste-04,986888924,"Ate, Lima"
LimaEste-05,-76.891488,-12.080107,20,Cliente LimaEste-05,965219535,"La Molina, Lima"
LimaEste-06,-76.822728,-11.981516,11,Cliente LimaEste-06,967884797,"Chaclacayo, Lima"
LimaEste-07,-76.805961,-12.02509,7,Cliente LimaEste-07,979668320,"Ate, Lima"
LimaEste-08,-76.922731,-12.08174,18,Cliente LimaEste-08,980595574,"La Molina, Lima"
LimaEste-09,-76.943464,-12.017649,17,Cliente LimaEste-09,919783586,"Lurigancho, Lima"
LimaEste-10,-76.983643,-11.983633,15,Cliente LimaEste-10,945219379,"San Juan De Lurigancho, Lima"
LimaEste-11,-76.84357,-12.034366,16,Cliente LimaEste-11,942357397,"Ate, Lima"
LimaEste-12,-76.787263,-11.958403,14,Cliente LimaEste-12,979760294,"Lurigancho, Lima"
LimaEste-13,-76.88146,-12.032175,13,Cliente LimaEste-13,962667598,"Ate, Lima"
LimaEste-14,-76.788135,-11.962288,10,Cliente LimaEste-14,991449676,"Lurigancho, Lima"
LimaEste-15,-76.960994,-12.060333,18,Cliente LimaEste-15,986787598,"El Agustino, Lima"
LimaEste-16,-76.716345,-11.981231,18,Cliente LimaEste-16,927669612,"Chaclacayo, Lima"
LimaEste-17,-76.945128,-12.027648,15,Cliente LimaEste-17,987377991,"El Agustino, Lima"
LimaEste-18,-76.67394,-11.921352,22,Cliente LimaEste-18,961109522,"Lurigancho, Lima"
LimaEste-19,-76.944822,-12.069069,10,Cliente LimaEste-19,974381257,"La Molina, Lima"
LimaEste-20,-76.927137,-11.998311,3,Cliente LimaEste-20,939843769,"San Juan De Lurigancho, Lima"
LimaEste-21,-76.951998,-11.906846,11,Cliente LimaEste-21,985430332,"San Juan De Lurigancho, Lima"
LimaEste-22,-76.956186,-12.046084,20,Cliente LimaEste-22,944637328,"Santa Anita, Lima"
LimaEste-23,-76.899405,-11.990957,23,Cliente LimaEste-23,960897787,"San Juan De Lurigancho, Lima"
LimaEste-24,-76.956312,-12.094569,14,Cliente LimaEste-24,979002331,"La Molina, Lima"
LimaEste-25,-76.773644,-12.022291,22,Cliente LimaEste-25,933741689,"Chaclacayo, Lima"
LimaEste-26,-76.892425,-12.015034,23,Cliente LimaEste-26,940002008,"Lurigancho, Lima"
LimaEste-27,-76.979842,-12.05634,5,Cliente LimaEste-27,923100465,"Santa Anita, Lima"
LimaEste-28,-76.900604,-12.065827,23,Cliente LimaEste-28,928319428,"La Molina, Lima"
LimaEste-29,-76.933373,-11.977168,11,Cliente LimaEste-29,933782918,"Lurigancho, Lima"
LimaEste-30,-76.898702,-12.005445,6,Cliente LimaEste-30,949230465,"San Juan De Lurigancho, Lima"
LimaEste-31,-76.844591,-12.035795,7,Cliente LimaEste-31,969753071,"Ate, Lima"
LimaEste-32,-76.98865,-12.021591,20,Cliente LimaEste-32,962755719,"El Agustino, Lima"
LimaEste-33,-76.917111,-12.013254,3,Cliente LimaEste-33,992818431,"Lurigancho, Lima"
LimaEste-34,-76.954201,-11.919612,21,Cliente LimaEste-34,990033390,"San Juan De Lurigancho, Lima"
LimaEste-35,-76.949139,-11.917514,5,Cliente LimaEste-35,947955577,"San Juan De Lurigancho, Lima"
LimaEste-36,-76.92878,-11.975366,10,Cliente LimaEste-36,983186957,"Lurigancho, Lima"
LimaEste-37,-76.934771,-11.983376,19,Cliente LimaEste-37,987547425,"Lurigancho, Lima"
LimaEste-38,-76.831833,-12.006877,20,Cliente LimaEste-38,914093713,"Lurigancho, Lima"
LimaEste-39,-76.985576,-12.020127,23,Cliente LimaEste-39,926641646,"Ate, Lima"
LimaEste-40,-76.990129,-12.03441,6,Cliente LimaEste-40,989988275,"El Agustino, Lima"
LimaEste-41,-76.83369,-12.030181,18,Cliente LimaEste-41,950171238,"Ate, Lima"
LimaEste-42,-76.874914,-12.073131,12,Cliente LimaEste-42,953530618,"La Molina, Lima"
LimaEste-43,-76.928027,-12.067576,14,Cliente LimaEste-43,999128917,"Ate, Lima"
LimaEste-44,-76.809065,-11.971085,7,Cliente LimaEste-44,933781266,"Chaclacayo, Lima"
LimaEste-45,-76.840696,-12.065943,20,Cliente LimaEste-45,949218032,"Ate, Lima"
LimaEste-46,-76.955645,-12.094199,21,Cliente LimaEste-46,919982815,"La Molina, Lima"
LimaEste-47,-76.961963,-12.040238,22,Cliente LimaEste-47,961701555,"Santa Anita, Lima"
LimaEste-48,-76.940619,-12.103476,24,Cliente LimaEste-48,957083498,"La Molina, Lima"
LimaEste-49,-76.941188,-12.115246,13,Cliente LimaEste-49,947186223,"La Molina, Lima"
LimaEste-50,-76.944484,-11.863366,21,Cliente LimaEste-50,923131477,"San Juan De Lurigancho, Lima"
LimaEste-51,-76.796646,-11.97505,17,Cliente LimaEste-51,976277579,"Chaclacayo, Lima"
LimaEste-52,-76.840926,-12.054946,24,Cliente LimaEste-52,921004195,"Ate, Lima"
LimaEste-53,-76.875196,-12.073783,23,Cliente LimaEste-53,995572205,"La Molina, Lima"
LimaEste-54,-76.968464,-12.007786,3,Cliente LimaEste-54,947870421,"Lurigancho, Lima"
LimaEste-55,-76.991588,-11.933315,11,Cliente LimaEste-55,922340545,"San Juan De Lurigancho, Lima"
LimaEste-56,-76.946074,-11.941172,23,Cliente LimaEste-56,931245343,"San Juan De Lurigancho, Lima"
LimaEste-57,-76.946139,-12.08019,4,Cliente LimaEste-57,994386320,"Ate, Lima"
LimaEste-58,-76.910078,-11.983854,20,Cliente LimaEste-58,965769450,"San Juan De Lurigancho, Lima"
LimaEste-59,-76.961985,-12.041652,12,Cliente LimaEste-59,982847754,"El Agustino, Lima"
LimaEste-60,-76.772031,-11.9836,21,Cliente LimaEste-60,958806825,"Chaclacayo, Lima"
LimaEste-61,-76.975721,-12.050608,4,Cliente LimaEste-61,914327221,"Santa Anita, Lima"
LimaEste-62,-76.796618,-11.985419,16,Cliente LimaEste-62,948086804,"Chaclacayo, Lima"
LimaEste-63,-76.944222,-12.0733,18,Cliente LimaEste-63,957840934,"La Molina, Lima"
LimaEste-64,-76.961381,-12.029968,22,Cliente LimaEste-64,995152480,"San Juan De Lurigancho, Lima"
LimaEste-65,-76.820086,-12.019576,15,Cliente LimaEste-65,931492202,"Chaclacayo, Lima"
LimaEste-66,-76.987804,-12.042438,19,Cliente LimaEste-66,911749702,"Santa Anita, Lima"
LimaEste-67,-76.934909,-12.077624,19,Cliente LimaEste-67,924179447,"La Molina, Lima"
LimaEste-68,-76.959618,-12.032372,11,Cliente LimaEste-68,982971324,"Santa Anita, Lima"
LimaEste-69,-76.833311,-11.992731,23,Cliente LimaEste-69,955437645,"Chaclacayo, Lima"
LimaEste-70,-76.941614,-12.025251,7,Cliente LimaEste-70,929189843,"Ate, Lima"
LimaEste-71,-76.789603,-11.963781,25,Cliente LimaEste-71,922932138,"Chaclacayo, Lima"
LimaEste-72,-76.800613,-11.967343,6,Cliente LimaEste-72,955635243,"Chaclacayo, Lima"
LimaEste-73,-76.941306,-12.036046,4,Cliente LimaEste-73,919612150,"Ate, Lima"
LimaEste-74,-76.814582,-12.019635,18,Cliente LimaEste-74,994262676,"Chaclacayo, Lima"
LimaEste-75,-76.955657,-12.075285,24,Cliente LimaEste-75,923693426,"La Molina, Lima"
LimaSur-01,-76.974253,-12.142448,11,Cliente LimaSur-01,976250858,"San Juan De Miraflores, Lima"
LimaSur-02,-76.969169,-12.196448,2,Cliente LimaSur-02,968058103,"San Juan De Miraflores, Lima"
LimaSur-03,-76.977627,-12.215355,25,Cliente LimaSur-03,999637906,"San Juan De Miraflores, Lima"
LimaSur-04,-76.961632,-12.236174,16,Cliente LimaSur-04,917092228,"Villa El Salvador, Lima"
LimaSur-05,-76.970656,-12.186007,21,Cliente LimaSur-05,991545401,"Villa El Salvador, Lima"
LimaSur-06,-76.971327,-12.202247,25,Cliente LimaSur-06,965995963,"Villa El Salvador, Lima"
LimaSur-07,-76.946139,-12.225401,4,Cliente LimaSur-07,991762497,"Villa El Salvador, Lima"
LimaSur-08,-76.927531,-12.210143,9,Cliente LimaSur-08,964801356,"Villa El Salvador, Lima"
LimaSur-09,-76.914246,-12.222988,25,Cliente LimaSur-09,932783333,"Villa El Salvador, Lima"
LimaSur-10,-76.978186,-12.166618,14,Cliente LimaSur-10,960525044,"Chorrillos, Lima"
LimaSur-11,-77.028863,-12.199032,12,Cliente LimaSur-11,928822091,"Chorrillos, Lima"
LimaSur-12,-77.013621,-12.207496,11,Cliente LimaSur-12,946915433,"Chorrillos, Lima"
LimaSur-13,-76.980712,-12.197065,7,Cliente LimaSur-13,949602392,"San Juan De Miraflores, Lima"
LimaSur-14,-76.953802,-12.185812,12,Cliente LimaSur-14,960668586,"Villa Maria Del Triunfo, Lima"
LimaSur-15,-77.020284,-12.192431,25,Cliente LimaSur-15,958320860,"Chorrillos, Lima"
LimaSur-16,-76.904218,-12.177315,5,Cliente LimaSur-16,924858624,"Villa Maria Del Triunfo, Lima"
LimaSur-17,-76.959139,-12.120939,6,Cliente LimaSur-17,996129292,"San Juan De Miraflores, Lima"
LimaSur-18,-76.997141,-12.199709,9,Cliente LimaSur-18,986223171,"Chorrillos, Lima"
LimaSur-19,-76.959523,-12.194546,25,Cliente LimaSur-19,991325219,"Villa El Salvador, Lima"
LimaSur-20,-76.983206,-12.179858,13,Cliente LimaSur-20,929610797,"Chorrillos, Lima"
LimaSur-21,-76.950687,-12.241553,5,Cliente LimaSur-21,977798304,"Villa El Salvador, Lima"
LimaSur-22,-76.952265,-12.201148,7,Cliente LimaSur-22,990285356,"San Juan De Miraflores, Lima"
LimaSur-23,-76.976344,-12.225911,14,Cliente LimaSur-23,966604340,"Chorrillos, Lima"
LimaSur-24,-76.962954,-12.133498,10,Cliente LimaSur-24,933844980,"San Juan De Miraflores, Lima"
LimaSur-25,-77.019845,-12.189369,22,Cliente LimaSur-25,940470599,"Chorrillos, Lima"
LimaSur-26,-76.932944,-12.180786,17,Cliente LimaSur-26,954755163,"Villa Maria Del Triunfo, Lima"
LimaSur-27,-76.92696,-12.224035,13,Cliente LimaSur-27,998341159,"Villa Maria Del Triunfo, Lima"
LimaSur-28,-76.983507,-12.209068,2,Cliente LimaSur-28,924148893,"Chorrillos, Lima"
LimaSur-29,-76.92102,-12.163621,13,Cliente LimaSur-29,976991167,"Villa Maria Del Triunfo, Lima"
LimaSur-30,-76.949233,-12.209735,24,Cliente LimaSur-30,931854328,"San Juan De Miraflores, Lima"
LimaSur-31,-76.913912,-12.205039,24,Cliente LimaSur-31,957400708,"Villa Maria Del Triunfo, Lima"
LimaSur-32,-76.945932,-12.205091,25,Cliente LimaSur-32,950853160,"Villa El Salvador, Lima"
LimaSur-33,-77.005718,-12.204339,20,Cliente LimaSur-33,946378702,"Chorrillos, Lima"
LimaSur-34,-76.97684,-12.169606,21,Cliente LimaSur-34,969210795,"Chorrillos, Lima"
LimaSur-35,-76.938085,-12.184293,14,Cliente LimaSur-35,995190763,"Villa El Salvador, Lima"
LimaSur-36,-76.982328,-12.167894,10,Cliente LimaSur-36,922435451,"San Juan De Miraflores, Lima"
LimaSur-37,-76.96984,-12.206187,18,Cliente LimaSur-37,993169941,"Villa El Salvador, Lima"
LimaSur-38,-76.988557,-12.192723,4,Cliente LimaSur-38,925873636,"San Juan De Miraflores, Lima"
LimaSur-39,-76.951373,-12.137001,18,Cliente LimaSur-39,943005669,"San Juan De Miraflores, Lima"
LimaSur-40,-76.959684,-12.175285,23,Cliente LimaSur-40,939967525,"San Juan De Miraflores, Lima"
LimaSur-41,-76.952213,-12.132319,8,Cliente LimaSur-41,924549101,"Villa Maria Del Triunfo, Lima"
LimaSur-42,-76.971829,-12.168251,11,Cliente LimaSur-42,980692392,"Chorrillos, Lima"
LimaSur-43,-77.023339,-12.169434,12,Cliente LimaSur-43,954415221,"Chorrillos, Lima"
LimaSur-44,-76.950602,-12.123076,5,Cliente LimaSur-44,959651538,"Villa Maria Del Triunfo, Lima"
LimaSur-45,-76.913817,-12.147883,6,Cliente LimaSur-45,987521033,"Villa Maria Del Triunfo, Lima"
LimaSur-46,-76.935739,-12.220499,23,Cliente LimaSur-46,983104566,"Villa El Salvador, Lima"
LimaSur-47,-76.948165,-12.185249,11,Cliente LimaSur-47,966278204,"Villa El Salvador, Lima"
LimaSur-48,-76.945326,-12.163613,24,Cliente LimaSur-48,962561459,"San Juan De Miraflores, Lima"
LimaSur-49,-76.952102,-12.152269,8,Cliente LimaSur-49,933315804,"San Juan De Miraflores, Lima"
LimaSur-50,-76.890644,-12.13004,24,Cliente LimaSur-50,916166663,"Villa Maria Del Triunfo, Lima"
LimaSur-51,-76.974041,-12.215452,6,Cliente LimaSur-51,929601135,"Villa El Salvador, Lima"
LimaSur-52,-76.886765,-12.169497,20,Cliente LimaSur-52,917367311,"Villa Maria Del Triunfo, Lima"
LimaSur-53,-76.912517,-12.226982,21,Cliente LimaSur-53,954370548,"Villa Maria Del Triunfo, Lima"
LimaSur-54,-76.971577,-12.184984,14,Cliente LimaSur-54,997491525,"Chorrillos, Lima"
LimaSur-55,-76.953022,-12.229091,23,Cliente LimaSur-55,977075547,"Villa El Salvador, Lima"
LimaSur-56,-76.945164,-12.195679,15,Cliente LimaSur-56,911805596,"San Juan De Miraflores, Lima"
LimaSur-57,-76.974371,-12.168407,18,Cliente LimaSur-57,943859324,"San Juan De Miraflores, Lima"
LimaSur-58,-76.944325,-12.209795,6,Cliente LimaSur-58,948671004,"San Juan De Miraflores, Lima"
LimaSur-59,-76.971884,-12.208123,7,Cliente LimaSur-59,981043496,"San Juan De Miraflores, Lima"
LimaSur-60,-76.943706,-12.179459,3,Cliente LimaSur-60,949842772,"Villa Maria Del Triunfo, Lima"
LimaSur-61,-76.980733,-12.216533,9,Cliente LimaSur-61,965243892,"San Juan De Miraflores, Lima"
LimaSur-62,-76.958112,-12.148123,17,Cliente LimaSur-62,991128111,"San Juan De Miraflores, Lima"
LimaSur-63,-76.981515,-12.20412,24,Cliente LimaSur-63,996030304,"San Juan De Miraflores, Lima"
LimaSur-64,-76.918613,-12.195131,14,Cliente LimaSur-64,995260333,"Villa El Salvador, Lima"
LimaSur-65,-76.918461,-12.239217,10,Cliente LimaSur-65,953666659,"Villa El Salvador, Lima"
LimaSur-66,-77.019151,-12.208005,23,Cliente LimaSur-66,963781181,"Chorrillos, Lima"
LimaSur-67,-76.96215,-12.135095,24,Cliente LimaSur-67,995011730,"San Juan De Miraflores, Lima"
LimaSur-68,-76.931783,-12.145149,12,Cliente LimaSur-68,955662856,"Villa Maria Del Triunfo, Lima"
LimaSur-69,-76.970205,-12.209549,23,Cliente LimaSur-69,981270781,"Villa El Salvador, Lima"
LimaSur-70,-77.01387,-12.193592,21,Cliente LimaSur-70,960528393,"Chorrillos, Lima"
LimaSur-71,-76.955978,-12.142977,8,Cliente LimaSur-71,936370735,"Villa Maria Del Triunfo, Lima"
LimaSur-72,-77.01269,-12.213623,12,Cliente LimaSur-72,977411186,"Chorrillos, Lima"
LimaSur-73,-76.944833,-12.187822,22,Cliente LimaSur-73,943650905,"Villa El Salvador, Lima"
LimaSur-74,-76.984857,-12.20516,3,Cliente LimaSur-74,967676955,"San Juan De Miraflores, Lima"
LimaSur-75,-77.023827,-12.195023,11,Cliente LimaSur-75,987632861,"Chorrillos, Lima"
LimaCentro-01,-77.053699,-12.097733,24,Cliente LimaCentro-01,928556018,"San Isidro, Lima"
LimaCentro-02,-77.003037,-12.080484,13,Cliente LimaCentro-02,931258205,"La Victoria, Lima"
LimaCentro-03,-77.030022,-12.080063,15,Cliente LimaCentro-03,914500527,"Lince, Lima"
LimaCentro-04,-77.031459,-12.083663,5,Cliente LimaCentro-04,912501189,"La Victoria, Lima"
LimaCentro-05,-77.067303,-12.098655,19,Cliente LimaCentro-05,968963130,"Magdalena Del Mar, Lima"
LimaCentro-06,-77.039753,-12.035699,4,Cliente LimaCentro-06,987559197,"Lima, Lima"
LimaCentro-07,-77.061661,-12.094123,23,Cliente LimaCentro-07,987072846,"Magdalena Del Mar, Lima"
LimaCentro-08,-77.069527,-12.101041,3,Cliente LimaCentro-08,914055639,"Magdalena Del Mar, Lima"
LimaCentro-09,-77.020001,-12.150655,8,Cliente LimaCentro-09,980829879,"Barranco, Lima"
LimaCentro-10,-76.998733,-12.06391,2,Cliente LimaCentro-10,988890260,"San Luis, Lima"
LimaCentro-11,-77.059462,-12.085822,14,Cliente LimaCentro-11,924658633,"Magdalena Del Mar, Lima"
LimaCentro-12,-77.022185,-12.135677,9,Cliente LimaCentro-12,982653547,"Barranco, Lima"
LimaCentro-13,-77.047497,-12.084746,16,Cliente LimaCentro-13,954136554,"Lince, Lima"
LimaCentro-14,-77.017978,-12.131851,24,Cliente LimaCentro-14,934044927,"Barranco, Lima"
LimaCentro-15,-76.992327,-12.152944,25,Cliente LimaCentro-15,941754271,"Santiago De Surco, Lima"
LimaCentro-16,-77.001572,-12.074325,20,Cliente LimaCentro-16,959679457,"San Luis, Lima"
LimaCentro-17,-77.03529,-12.00738,11,Cliente LimaCentro-17,969084211,"Rimac, Lima"
LimaCentro-18,-77.007984,-12.069307,23,Cliente LimaCentro-18,987384867,"San Luis, Lima"
LimaCentro-19,-77.058247,-12.070586,11,Cliente LimaCentro-19,990779061,"Pueblo Libre, Lima"
LimaCentro-20,-77.016179,-12.102424,9,Cliente LimaCentro-20,957245273,"Surquillo, Lima"
LimaCentro-21,-77.074889,-12.089748,16,Cliente LimaCentro-21,979367747,"Magdalena Del Mar, Lima"
LimaCentro-22,-77.002349,-12.12234,13,Cliente LimaCentro-22,930150001,"Santiago De Surco, Lima"
LimaCentro-23,-77.026423,-12.155544,16,Cliente LimaCentro-23,921010802,"Barranco, Lima"
LimaCentro-24,-77.051737,-12.054205,12,Cliente LimaCentro-24,972547691,"Breña, Lima"
LimaCentro-25,-77.079192,-12.075029,13,Cliente LimaCentro-25,912317976,"San Miguel, Lima"
LimaCentro-26,-77.038179,-12.032366,11,Cliente LimaCentro-26,914139585,"Lima, Lima"
LimaCentro-27,-77.066176,-12.085347,11,Cliente LimaCentro-27,976312415,"Magdalena Del Mar, Lima"
LimaCentro-28,-77.012428,-12.120009,12,Cliente LimaCentro-28,940362113,"Surquillo, Lima"
LimaCentro-29,-77.013722,-12.107825,13,Cliente LimaCentro-29,945115270,"San Isidro, Lima"
LimaCentro-30,-77.009463,-12.150976,10,Cliente LimaCentro-30,914487819,"Santiago De Surco, Lima"
LimaCentro-31,-77.012321,-12.094561,3,Cliente LimaCentro-31,940055839,"Santiago De Surco, Lima"
LimaCentro-32,-77.038469,-12.076952,16,Cliente LimaCentro-32,930909804,"Jesus Maria, Lima"
LimaCentro-33,-77.046487,-12.055093,9,Cliente LimaCentro-33,976475954,"Breña, Lima"
LimaCentro-34,-77.009956,-12.109264,21,Cliente LimaCentro-34,911516124,"San Borja, Lima"
LimaCentro-35,-77.058664,-12.069503,13,Cliente LimaCentro-35,973147025,"Breña, Lima"
LimaCentro-36,-77.009637,-12.078853,3,Cliente LimaCentro-36,915971988,"La Victoria, Lima"
LimaCentro-37,-77.004546,-12.126514,16,Cliente LimaCentro-37,946141706,"Miraflores, Lima"
LimaCentro-38,-77.096081,-12.067971,22,Cliente LimaCentro-38,918579505,"San Miguel, Lima"
LimaCentro-39,-77.021284,-12.144233,14,Cliente LimaCentro-39,927751567,"Barranco, Lima"
