cliente_id,x,y,peso_kg,nombre,telefono,direccion
LimaNorte-42,-77.077961,-11.820221,4,Cliente LimaNorte-42,921059578,"Puente Piedra, Lima"
LimaNorte-43,-77.053071,-11.867481,24,Cliente LimaNorte-43,932278517,"Carabayllo, Lima"
LimaNorte-44,-77.062601,-12.008247,17,Cliente LimaNorte-44,931708612,"San Martin De Porres, Lima"
LimaNorte-45,-77.016926,-11.909569,23,Cliente LimaNorte-45,999024474,"Comas, Lima"
LimaNorte-46,-77.054869,-11.884914,6,Cliente LimaNorte-46,969759857,"Carabayllo, Lima"
LimaNorte-47,-77.033966,-11.929072,4,Cliente LimaNorte-47,925700518,"Comas, Lima"
LimaNorte-48,-77.057819,-11.959723,14,Cliente LimaNorte-48,993540340,"Comas, Lima"
LimaNorte-49,-77.017743,-11.879152,10,Cliente LimaNorte-49,943111190,"Carabayllo, Lima"
LimaNorte-50,-77.058935,-11.98827,19,Cliente LimaNorte-50,925687220,"Independencia, Lima"
LimaEste-01,-76.810253,-11.978111,7,Cliente LimaEste-01,936911924,"Chaclacayo, Lima"
LimaEste-02,-76.978414,-12.055956,8,Cliente LimaEste-02,950921390,"El Agustino, Lima"
LimaEste-03,-76.905138,-12.035235,24,Cliente LimaEste-03,997432276,"Ate, Lima"
LimaEste-04,-76.811276,-12.011017,8,Cliente LimaEste-04,990694224,"Chaclacayo, Lima"
LimaEste-05,-76.783182,-12.021249,20,Cliente LimaEste-05,973362636,"Chaclacayo, Lima"
LimaEste-06,-76.985138,-11.924861,3,Cliente LimaEste-06,969129805,"San Juan De Lurigancho, Lima"
LimaEste-07,-76.952167,-12.067735,12,Cliente LimaEste-07,920805979,"La Molina, Lima"
LimaEste-08,-76.962392,-12.033738,14,Cliente LimaEste-08,930166847,"San Juan De Lurigancho, Lima"
LimaEste-09,-76.948519,-12.078864,16,Cliente LimaEste-09,977440357,"Ate, Lima"
LimaEste-10,-76.83359,-11.980362,25,Cliente LimaEste-10,990407607,"Chaclacayo, Lima"
LimaEste-11,-76.676122,-11.922698,25,Cliente LimaEste-11,942359425,"Lurigancho, Lima"
LimaEste-12,-76.93551,-11.99463,13,Cliente LimaEste-12,948244475,"San Juan De Lurigancho, Lima"
LimaEste-13,-76.952058,-12.031175,16,Cliente LimaEste-13,964694749,"Santa Anita, Lima"
LimaEste-14,-76.998384,-12.05634,13,Cliente LimaEste-14,956024601,"El Agustino, Lima"
LimaEste-15,-76.97632,-12.040467,14,Cliente LimaEste-15,992798908,"Santa Anita, Lima"
LimaEste-16,-76.7463,-11.972228,12,Cliente LimaEste-16,978411925,"Chaclacayo, Lima"
LimaEste-17,-76.964516,-12.020242,24,Cliente LimaEste-17,972552959,"Ate, Lima"
LimaEste-18,-76.961629,-11.947348,5,Cliente LimaEste-18,962678289,"Lurigancho, Lima"
LimaEste-19,-76.967576,-11.886044,4,Cliente LimaEste-19,964570701,"San Juan De Lurigancho, Lima"
LimaEste-20,-76.941909,-11.876081,13,Cliente LimaEste-20,914172095,"San Juan De Lurigancho, Lima"
LimaEste-21,-76.882795,-12.005022,10,Cliente LimaEste-21,927672051,"Ate, Lima"
LimaEste-22,-76.934868,-12.084759,23,Cliente LimaEste-22,967558072,"La Molina, Lima"
LimaEste-23,-76.970281,-12.043264,12,Cliente LimaEste-23,934725527,"El Agustino, Lima"
LimaEste-24,-76.850936,-12.010454,13,Cliente LimaEste-24,965291072,"Lurigancho, Lima"
LimaEste-25,-76.985391,-12.035382,10,Cliente LimaEste-25,960252506,"Santa Anita, Lima"
LimaEste-26,-76.978091,-12.029152,18,Cliente LimaEste-26,998701978,"El Agustino, Lima"
LimaEste-27,-76.963981,-12.060832,5,Cliente LimaEste-27,967903910,"El Agustino, Lima"
LimaEste-28,-76.94017,-12.033514,16,Cliente LimaEste-28,943950212,"Ate, Lima"
LimaEste-29,-76.739065,-11.979484,25,Cliente LimaEste-29,946943934,"Chaclacayo, Lima"
LimaEste-30,-76.935111,-12.106156,3,Cliente LimaEste-30,953796965,"La Molina, Lima"
LimaEste-31,-76.952055,-12.061846,22,Cliente LimaEste-31,950708628,"La Molina, Lima"
LimaEste-32,-76.812997,-12.016946,24,Cliente LimaEste-32,972412464,"Chaclacayo, Lima"
LimaEste-33,-76.940851,-12.058339,15,Cliente LimaEste-33,982861469,"Santa Anita, Lima"
LimaEste-34,-76.956649,-12.051748,18,Cliente LimaEste-34,917545716,"El Agustino, Lima"
LimaEste-35,-76.951307,-12.080131,7,Cliente LimaEste-35,933524443,"La Molina, Lima"
LimaEste-36,-76.819197,-12.007312,4,Cliente LimaEste-36,987698145,"Chaclacayo, Lima"
LimaEste-37,-76.742739,-11.967591,5,Cliente LimaEste-37,970552378,"Chaclacayo, Lima"
LimaEste-38,-76.886282,-12.058634,11,Cliente LimaEste-38,970644216,"La Molina, Lima"
LimaEste-39,-77.003313,-12.033252,7,Cliente LimaEste-39,967800460,"El Agustino, Lima"
LimaEste-40,-76.973176,-11.925565,13,Cliente LimaEste-40,963109121,"San Juan De Lurigancho, Lima"
LimaEste-41,-76.925466,-12.097441,18,Cliente LimaEste-41,984574191,"La Molina, Lima"
LimaEste-42,-76.989856,-12.039257,23,Cliente LimaEste-42,934692084,"El Agustino, Lima"
LimaEste-43,-76.85894,-11.975021,16,Cliente LimaEste-43,998201956,"Lurigancho, Lima"
LimaEste-44,-76.827738,-12.017215,8,Cliente LimaEste-44,990941716,"Chaclacayo, Lima"
LimaEste-45,-76.958085,-12.038037,7,Cliente LimaEste-45,914553069,"Santa Anita, Lima"
LimaEste-46,-76.771554,-11.970921,12,Cliente LimaEste-46,959023834,"Chaclacayo, Lima"
LimaEste-47,-76.985673,-12.036959,20,Cliente LimaEste-47,938728067,"Santa Anita, Lima"
LimaEste-48,-76.816661,-12.067103,12,Cliente LimaEste-48,947988393,"Ate, Lima"
LimaEste-49,-76.828964,-12.007823,4,Cliente LimaEste-49,988059874,"Chaclacayo, Lima"
LimaEste-50,-76.954519,-12.035403,23,Cliente LimaEste-50,992963329,"Ate, Lima"
LimaSur-01,-76.910259,-12.208147,21,Cliente LimaSur-01,999487734,"Villa El Salvador, Lima"
LimaSur-02,-76.951023,-12.193128,6,Cliente LimaSur-02,953177757,"Villa El Salvador, Lima"
LimaSur-03,-76.95942,-12.147286,21,Cliente LimaSur-03,940659114,"San Juan De Miraflores, Lima"
LimaSur-04,-76.989419,-12.174622,14,Cliente LimaSur-04,980989539,"Chorrillos, Lima"
LimaSur-05,-76.902726,-12.220909,11,Cliente LimaSur-05,973031439,"Villa Maria Del Triunfo, Lima"
LimaSur-06,-77.02547,-12.162278,2,Cliente LimaSur-06,981133901,"Chorrillos, Lima"
LimaSur-07,-76.943884,-12.16218,3,Cliente LimaSur-07,995736485,"San Juan De Miraflores, Lima"
LimaSur-08,-76.894437,-12.223908,18,Cliente LimaSur-08,912232078,"Villa Maria Del Triunfo, Lima"
LimaSur-09,-76.962,-12.233662,11,Cliente LimaSur-09,975481170,"Villa El Salvador, Lima"
LimaSur-10,-77.013445,-12.189972,23,Cliente LimaSur-10,945925159,"Chorrillos, Lima"
LimaSur-11,-76.90209,-12.207925,16,Cliente LimaSur-11,960371693,"Villa Maria Del Triunfo, Lima"
LimaSur-12,-76.914819,-12.23238,23,Cliente LimaSur-12,993664760,"Villa El Salvador, Lima"
LimaSur-13,-76.951665,-12.198716,12,Cliente LimaSur-13,938962466,"Villa El Salvador, Lima"
LimaSur-14,-77.030422,-12.183122,13,Cliente LimaSur-14,984981778,"Chorrillos, Lima"
LimaSur-15,-76.990564,-12.196846,15,Cliente LimaSur-15,968810372,"Chorrillos, Lima"
LimaSur-16,-76.979163,-12.1778,22,Cliente LimaSur-16,971358822,"Chorrillos, Lima"
LimaSur-17,-76.973647,-12.175844,23,Cliente LimaSur-17,923490696,"San Juan De Miraflores, Lima"
LimaSur-18,-76.898582,-12.229067,6,Cliente LimaSur-18,968596524,"Villa Maria Del Triunfo, Lima"
LimaSur-19,-76.90726,-12.162736,17,Cliente LimaSur-19,937121978,"Villa Maria Del Triunfo, Lima"
LimaSur-20,-76.928374,-12.141406,2,Cliente LimaSur-20,928964591,"Villa Maria Del Triunfo, Lima"
LimaSur-21,-76.95223,-12.210943,8,Cliente LimaSur-21,962959696,"Villa El Salvador, Lima"
LimaSur-22,-76.974862,-12.176042,12,Cliente LimaSur-22,960564757,"Chorrillos, Lima"
LimaSur-23,-76.968985,-12.197624,17,Cliente LimaSur-23,930230434,"San Juan De Miraflores, Lima"
LimaSur-24,-76.973719,-12.198632,10,Cliente LimaSur-24,965933630,"Villa El Salvador, Lima"
LimaSur-25,-76.991888,-12.184166,21,Cliente LimaSur-25,950188187,"Chorrillos, Lima"
LimaSur-26,-76.955073,-12.210399,8,Cliente LimaSur-26,965769494,"Villa Maria Del Triunfo, Lima"
LimaSur-27,-76.963574,-12.144444,12,Cliente LimaSur-27,966173139,"San Juan De Miraflores, Lima"
LimaSur-28,-76.944593,-12.127208,9,Cliente LimaSur-28,974838407,"San Juan De Miraflores, Lima"
LimaSur-29,-76.960049,-12.143019,24,Cliente LimaSur-29,991678334,"San Juan De Miraflores, Lima"
LimaSur-30,-76.928672,-12.168596,14,Cliente LimaSur-30,997475246,"Villa Maria Del Triunfo, Lima"
LimaSur-31,-76.988222,-12.194668,21,Cliente LimaSur-31,948391766,"Chorrillos, Lima"
LimaSur-32,-76.915889,-12.228588,21,Cliente LimaSur-32,936647600,"Villa Maria Del Triunfo, Lima"
LimaSur-33,-76.981225,-12.202391,17,Cliente LimaSur-33,992000008,"Chorrillos, Lima"
LimaSur-34,-76.924633,-12.216773,9,Cliente LimaSur-34,956470841,"Villa El Salvador, Lima"
LimaSur-35,-76.954291,-12.208609,8,Cliente LimaSur-35,918641363,"Villa El Salvador, Lima"
LimaSur-36,-76.951271,-12.20368,24,Cliente LimaSur-36,929619659,"Villa Maria Del Triunfo, Lima"
LimaSur-37,-76.964556,-12.214967,4,Cliente LimaSur-37,950035765,"San Juan De Miraflores, Lima"
LimaSur-38,-76.953889,-12.160304,10,Cliente LimaSur-38,945691998,"San Juan De Miraflores, Lima"
LimaSur-39,-76.975261,-12.191106,10,Cliente LimaSur-39,987141765,"Villa El Salvador, Lima"
LimaSur-40,-76.891687,-12.151629,18,Cliente LimaSur-40,963902253,"Villa Maria Del Triunfo, Lima"
LimaSur-41,-76.989124,-12.210773,4,Cliente LimaSur-41,974577503,"Chorrillos, Lima"
LimaSur-42,-76.978339,-12.218964,22,Cliente LimaSur-42,963325644,"Chorrillos, Lima"
LimaSur-43,-76.96193,-12.17405,20,Cliente LimaSur-43,911993910,"San Juan De Miraflores, Lima"
LimaSur-44,-76.960047,-12.229488,2,Cliente LimaSur-44,930259676,"Villa El Salvador, Lima"
LimaSur-45,-76.923657,-12.205372,2,Cliente LimaSur-45,946438263,"Villa Maria Del Triunfo, Lima"
LimaSur-46,-76.941483,-12.214503,7,Cliente LimaSur-46,933038540,"San Juan De Miraflores, Lima"
LimaSur-47,-76.969678,-12.194053,10,Cliente LimaSur-47,953983908,"Villa El Salvador, Lima"
LimaSur-48,-76.944129,-12.163624,2,Cliente LimaSur-48,962420421,"San Juan De Miraflores, Lima"
LimaSur-49,-76.936364,-12.209731,4,Cliente LimaSur-49,969961631,"Villa El Salvador, Lima"
LimaSur-50,-76.97397,-12.189861,17,Cliente LimaSur-50,922482537,"Chorrillos, Lima"
LimaCentro-01,-77.020758,-12.065742,14,Cliente LimaCentro-01,914817149,"La Victoria, Lima"
LimaCentro-02,-76.990411,-12.081199,7,Cliente LimaCentro-02,998705051,"San Luis, Lima"
LimaCentro-03,-77.07221,-12.070297,2,Cliente LimaCentro-03,934857405,"Pueblo Libre, Lima"
LimaCentro-04,-77.005597,-12.080821,10,Cliente LimaCentro-04,996729495,"San Luis, Lima"
LimaCentro-05,-77.069469,-12.084501,24,Cliente LimaCentro-05,933622444,"Magdalena Del Mar, Lima"
LimaCentro-06,-77.066276,-12.090388,18,Cliente LimaCentro-06,948367173,"Magdalena Del Mar, Lima"
LimaCentro-07,-77.013457,-12.136539,21,Cliente LimaCentro-07,977515304,"Santiago De Surco, Lima"
LimaCentro-08,-77.022403,-12.142215,25,Cliente LimaCentro-08,950386650,"Barranco, Lima"
LimaCentro-09,-77.032799,-12.088258,25,Cliente LimaCentro-09,975227274,"Lince, Lima"
LimaCentro-10,-77.107308,-12.068258,3,Cliente LimaCentro-10,943433374,"San Miguel, Lima"
LimaCentro-11,-77.024505,-12.054976,4,Cliente LimaCentro-11,953256758,"Lima, Lima"
LimaCentro-12,-77.055487,-12.082787,24,Cliente LimaCentro-12,992036267,"Jesus Maria, Lima"
LimaCentro-13,-77.011247,-12.10898,22,Cliente LimaCentro-13,998245086,"Santiago De Surco, Lima"
LimaCentro-14,-77.029786,-12.030578,22,Cliente LimaCentro-14,929092613,"Rimac, Lima"
LimaCentro-15,-77.04175,-12.064063,15,Cliente LimaCentro-15,989585229,"Breña, Lima"
LimaCentro-16,-76.989881,-12.065207,18,Cliente LimaCentro-16,958132016,"San Luis, Lima"
LimaCentro-17,-77.068718,-12.097588,4,Cliente LimaCentro-17,956970399,"Magdalena Del Mar, Lima"
LimaCentro-18,-77.04834,-12.051732,24,Cliente LimaCentro-18,986121090,"Breña, Lima"
LimaCentro-19,-77.041863,-12.109679,8,Cliente LimaCentro-19,945281975,"San Isidro, Lima"
LimaCentro-20,-77.046284,-12.088953,6,Cliente LimaCentro-20,968415171,"Jesus Maria, Lima"
LimaCentro-21,-77.015956,-12.131507,7,Cliente LimaCentro-21,971609127,"Santiago De Surco, Lima"
LimaCentro-22,-77.05426,-12.087114,5,Cliente LimaCentro-22,977469978,"Jesus Maria, Lima"
LimaCentro-23,-76.998039,-12.113673,7,Cliente LimaCentro-23,942601927,"Surquillo, Lima"
LimaCentro-24,-77.053886,-12.082844,2,Cliente LimaCentro-24,973513985,"Pueblo Libre, Lima"
LimaCentro-25,-77.009783,-12.087588,16,Cliente LimaCentro-25,991237760,"San Isidro, Lima"
LimaCentro-26,-77.011345,-12.101603,16,Cliente LimaCentro-26,989410887,"San Borja, Lima"
LimaCentro-27,-77.024002,-12.091089,4,Cliente LimaCentro-27,920496453,"Lince, Lima"
LimaCentro-28,-77.012647,-12.102893,20,Cliente LimaCentro-28,920828440,"Miraflores, Lima"
LimaCentro-29,-77.057875,-12.067104,6,Cliente LimaCentro-29,930678386,"Breña, Lima"
LimaCentro-30,-77.053751,-12.092596,14,Cliente LimaCentro-30,993504593,"Jesus Maria, Lima"
LimaCentro-31,-77.1008,-12.063059,8,Cliente LimaCentro-31,968312396,"San Miguel, Lima"
LimaCentro-32,-77.009853,-12.104353,5,Cliente LimaCentro-32,999391566,"Surquillo, Lima"
LimaCentro-33,-76.996666,-12.074386,19,Cliente LimaCentro-33,928925457,"San Luis, Lima"
LimaCentro-34,-77.003886,-12.080824,21,Cliente LimaCentro-34,957209891,"San Luis, Lima"
LimaCentro-35,-77.052148,-12.079908,13,Cliente LimaCentro-35,919076442,"Lima, Lima"
LimaCentro-36,-77.027467,-12.043498,18,Cliente LimaCentro-36,988255391,"Rimac, Lima"
LimaCentro-37,-76.988468,-12.094582,21,Cliente LimaCentro-37,959945225,"Santiago De Surco, Lima"
LimaCentro-38,-76.994174,-12.084018,13,Cliente LimaCentro-38,916250755,"San Luis, Lima"
LimaCentro-39,-77.01245,-12.105549,15,Cliente LimaCentro-39,955897058,"Surquillo, Lima"
LimaCentro-40,-77.060228,-12.085822,20,Cliente LimaCentro-40,971038201,"San Isidro, Lima"
LimaCentro-41,-77.022599,-12.147857,24,Cliente LimaCentro-41,978540839,"Barranco, Lima"
LimaCentro-42,-77.055299,-12.090723,15,Cliente LimaCentro-42,981767659,"Jesus Maria, Lima"
LimaCentro-43,-77.048267,-12.068845,22,Cliente LimaCentro-43,940159162,"Jesus Maria, Lima"
LimaCentro-44,-77.042135,-12.041166,25,Cliente LimaCentro-44,933856386,"Rimac, Lima"
LimaCentro-45,-76.993758,-12.084637,15,Cliente LimaCentro-45,977669573,"San Borja, Lima"
LimaCentro-46,-77.006427,-12.107363,3,Cliente LimaCentro-46,939822419,"San Borja, Lima"
LimaCentro-47,-76.994623,-12.087675,24,Cliente LimaCentro-47,937292186,"San Borja, Lima"
LimaCentro-48,-77.055723,-12.076801,15,Cliente LimaCentro-48,985032621,"Pueblo Libre, Lima"
LimaCentro-49,-77.01056,-12.105275,25,Cliente LimaCentro-49,926078403,"Surquillo, Lima"
LimaCentro-50,-76.999141,-12.090126,5,Cliente LimaCentro-50,952709165,"Santiago De Surco, Lima"
